ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Text_ID,Sentence_Number,Language_ID,OTC_ID,LGR_Conformance,Abbreviations
even1260a-A1-11,"tar ɟuldelet amanti, mutu əlgəddi biβren, biː amardadukuβ inuʨelti, tarit ejmu ɲan meːn inuʨelbi əlgəddi biβren.",tar	ɟul-de-le-t	aman-ti	mut-u	əlgə-d-di	bi-βre-n	biː	amar-da-duku-β	inuʨe-l-ti	tarit	ejm-u	ɲan	meːn	inuʨe-l-bi	əlgə-d-di	bi-βre-n,DP	front-SIDE-LOC-PX.1PL	father-PX.1PL	1PL-ACC	lead-PROG-PRS.PTCP	AUX-HAB-3SG	1SG	behind-SIDE-ABL-PX.1SG	pack.reindeer-PL-PX.1PL	then	mother-PX.1SG	and	REFL	pack.reindeer-PL-PRFL.SG	lead-PROG-PRS.PTCP	AUX-HAB-3SG,"Ahead of us our father was leading us, behind me (came) our pack reindeer, then (came) my mother also leading her pack reindeer.",A1,11,even1260,even1260a,WORD_ALIGNED,"{""DP"": ""Discourse particle"", ""LOC"": ""Locative"", ""PX"": ""Possessive suffix"", ""PL"": ""Plural"", ""ACC"": ""Accusative"", ""PROG"": ""Progressive"", ""PRS"": ""Present"", ""PTCP"": ""Participle"", ""AUX"": ""Auxiliary"", ""HAB"": ""Habitual"", ""SG"": ""Singular"", ""ABL"": ""Ablative"", ""REFL"": ""Reflexive pronoun"", ""PRFL"": ""Reflexive possessive""}"
even1260a-A1-12,"taʨin huklenteken ɲulgeβrerit, iakta hiːlgaβan əniken haːra, ɲokaladdijda ʨuptereddijde gahamaddijda əniken haːr, taʨin huklenteken ɵrimkeːndule ihkararit.",taʨin	hukle-nteken	ɲulge-βre-ri-t	iak=ta	hiːlga-βa-n	ə-niken	haː-ra	ɲokala-d-di-j=da	ʨuptere-d-di-j=da	gahama-d-di-j=da	ə-niken	haː-r	taʨin	hukle-nteken	ɵrimkeːn-dule	ih-kara-ri-t,DIST.QUAL	sleep-SS.MULT	migrate-HAB-PST-1PL	what=ADD	troubles-ACC-PX.3SG	NEG-SS.SIM1	know-NEG.CVB	slide.forward-PROG-PRS.PTCP-PRFL.SG=ADD	slide.backwards-PROG-PRS.PTCP-PRFL.SG=ADD	slide.sideways-PROG-PRS.PTCP-PRFL.SG=ADD	NEG-SS.SIM1	know-NEG.CVB	DIST.QUAL	sleep-SS.MULT	new.camp-LOC	reach-HAB-PST-1PL,"Sleeping like that we migrated, not knowing any troubles, not knowing how we slip on to the neck of the reindeer, how we slide back, how we slide to the side, sleeping like that we reached the new camp.'\footnote{Infants ride in a special saddle with high sides called \textit{ɵːɲeː} (see \figref{fig:photoDongka} in \sectref{sec:reindeerterms}).",A1,12,even1260,even1260a,WORD_ALIGNED,"{""DIST"": ""Distal demonstrative"", ""QUAL"": ""Qualitative"", ""SS"": ""Same-subject converb"", ""MULT"": ""Multiplicative"", ""HAB"": ""Habitual"", ""PST"": ""Past"", ""PL"": ""Plural"", ""ADD"": ""Additive"", ""ACC"": ""Accusative"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""NEG"": ""Negative; by itself: Negative auxiliary"", ""SIM"": ""Simultaneous (converb)"", ""CVB"": ""Converb"", ""PROG"": ""Progressive"", ""PRS"": ""Present"", ""PTCP"": ""Participle"", ""PRFL"": ""Reflexive possessive"", ""LOC"": ""Locative""}"
even1260a-A1-13,"tarit emie bolo biʨe yryʨyn, ilan emie anŋanilkan biʨe bihem yryʨyn, tarakam uže kibikkele ajannaːddap.",tarit	emie	bolo	bi-ʨe	yryʨyn	ilan	emie	anŋani-lkan	bi-ʨe	bi-he-m	yryʨyn	tarakam	uže	kibikke-le	ajannaː-d-da-p,then	also.Y	autumn	be-NAR.PST	it.seems	three	also.Y	year-PROP	be-PST.PTCP	AUX-NFUT-1SG	it.seems	at.that.time	already.R	covered.sled.R-LOC	travel.Y-PROG-NFUT-1PL,"And then, it was also autum it seems, and I was also three years old it seems, then we were already journeying in the kibitka.",A1,13,even1260,even1260a,WORD_ALIGNED,"{""NAR"": ""Narrative"", ""PST"": ""Past"", ""PROP"": ""Proprietive"", ""PTCP"": ""Participle"", ""AUX"": ""Auxiliary"", ""NFUT"": ""Non-future"", ""SG"": ""Singular"", ""LOC"": ""Locative"", ""PROG"": ""Progressive"", ""PL"": ""Plural""}"
even1260a-A1-14,"hatlaβ ŋiː, nɵːβu təgəʨəggeren, ɟuldelet eɲenti.",hat-la-β	ŋiː	nɵː-βu	təgə-ʨə-g-gere-n	ɟul-de-le-t	eɲin-ti,base-LOC-PX.1SG	FLR	younger.sib-PX.1SG	sit.down-TAM2-PROG-HAB-3SG	front-SIDE-LOC-PX.1PL	mother-PX.1PL,"Next to me sat my younger brother, in front (sat) our mother.",A1,14,even1260,even1260a,WORD_ALIGNED,"{""LOC"": ""Locative"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""FLR"": ""Filler"", ""TAM"": ""Polysemous TAM marker"", ""PROG"": ""Progressive"", ""HAB"": ""Habitual"", ""PL"": ""Plural""}"
even1260a-A1-15,"tar ŋinaɲɟat goβallan ɵmneken, ŋiː gərbə bihin?",tar	ŋina-ɲɟa-t	goβa-l-la-n	ɵm-neken	ŋiː	gərbə	bi-hi-n,DP	dog-AUG.DEF-PX.1PL	to.bark-INCH-NFUT-3SG	one-ITER.ADV	who	name	be-PST-3SG,"Then once our big dog started barking, what was its name?",A1,15,even1260,even1260a,WORD_ALIGNED,"{""DP"": ""Discourse particle"", ""AUG"": ""Augmentative"", ""DEF"": ""Definite"", ""PX"": ""Possessive suffix"", ""PL"": ""Plural"", ""INCH"": ""Inchoative"", ""NFUT"": ""Non-future"", ""SG"": ""Singular"", ""ITER"": ""Iterative (aspect)"", ""ADV"": ""Adverb"", ""PST"": ""Past""}"
even1260a-A1-16,"Reks gərbə ŋin bihin, həpəkumeje, hutakumaja ŋinmaja.",Reks	gərbə	ŋin	bi-hi-n	həpəku-meje	huta-ku-maja	ŋin-maja,PN	name	dog	be-PST-3SG	shaggy-AUG.INDEF	become.red-ADJR(DESCR)-AUG.INDEF	dog-AUG.INDEF,"Its name was Rex, it was a big shaggy red dog.",A1,16,even1260,even1260a,WORD_ALIGNED,"{""PN"": ""Proper noun"", ""PST"": ""Past"", ""SG"": ""Singular"", ""AUG"": ""Augmentative"", ""INDEF"": ""Indefinite"", ""ADJR"": ""Adjectivizer"", ""DESCR"": ""Descriptive""}"
even1260a-A1-17,"tara iaβ iluʨa biʨe, ujamkam, anaŋu.",tara	ia-β	ilu-ʨa	bi-ʨe	ujamka-m	anaŋ-u,DIST	FLR-ACC	appoint-PST.PTCP	AUX-NAR.PST	snow.sheep-ACC	ram-ACC,"(The dog) flushed out a snow sheep, a ram.",A1,17,even1260,even1260a,WORD_ALIGNED,"{""DIST"": ""Distal demonstrative"", ""FLR"": ""Filler"", ""ACC"": ""Accusative"", ""PST"": ""Past"", ""PTCP"": ""Participle"", ""AUX"": ""Auxiliary"", ""NAR"": ""Narrative""}"
even1260a-A1-18,taraβ ammu nəmkədni.,tara-β	amm-u	nəmkə-d-ni,DIST-ACC	father-PX.1SG	shoot-NFUT-3SG,"That my father shot.'\footnote{As one of the ``indigenous small-numbered peoples of the North'' Evens have the right to shoot game for their own use, although they are not allowed to sell the meat.",A1,18,even1260,even1260a,WORD_ALIGNED,"{""DIST"": ""Distal demonstrative"", ""ACC"": ""Accusative"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""NFUT"": ""Non-future""}"
even1260a-A1-19,tar ajannaːdnikan taʨin uldəŋgeːr bakrit.,tar	ajannaː-d-nikan	taʨin	uldə-ŋ-geːr	bak-ri-t,DP	travel.Y-PROG-SS.SIM1	DIST.QUAL	meat-POSS-DEST.PRFL.PL	find-PST-1PL,Like that we found meat for ourselves while journeying.,A1,19,even1260,even1260a,WORD_ALIGNED,"{""DP"": ""Discourse particle"", ""PROG"": ""Progressive"", ""SS"": ""Same-subject converb"", ""SIM"": ""Simultaneous (converb)"", ""DIST"": ""Distal demonstrative"", ""QUAL"": ""Qualitative"", ""POSS"": ""Non-canonical possession"", ""DEST"": ""Destinative"", ""PRFL"": ""Reflexive possessive"", ""PL"": ""Plural"", ""PST"": ""Past""}"
even1260a-A1-20,tarit biː huklehenʨe bihem yryʨyn dalše əhem ɵjdɵːr.,tarit	biː	hukle-hen-ʨe	bi-he-m	yryʨyn	dalše	ə-he-m	ɵjdɵː-r,then	1SG	sleep-TAM1-PST.PTCP	AUX-NFUT-1SG	it.seems	further.R	NEG-NFUT-1SG	remember.Y-NEG.CVB,"Then I must have fallen asleep, I don't remember anything more.",A1,20,even1260,even1260a,WORD_ALIGNED,"{""SG"": ""Singular"", ""TAM"": ""Polysemous TAM marker"", ""PST"": ""Past"", ""PTCP"": ""Participle"", ""AUX"": ""Auxiliary"", ""NFUT"": ""Non-future"", ""NEG"": ""Negative; by itself: Negative auxiliary"", ""CVB"": ""Converb""}"
even1260a-A1-21,tara.,tara,DP,That's it.,A1,21,even1260,even1260a,WORD_ALIGNED,"{""DP"": ""Discourse particle""}"
even1260a-A10-1,"emnekej mut, ammu, biː ɲan biː nɵːβu Kaːʨa oːnikan- ammu školatki mutu həruddin.",em-nekej	mut	amm-u	biː	ɲan	biː	nɵː-βu	Kaːʨa	oː-nikan	amm-u	škola-tki	mut-u	hər-u-d-di-n,one-ITER.ADV	1PL	father-PX.1SG	1SG	and	1SG	younger.sib-PX.1SG	PN	become-SS.SIM1	father-PX.1SG	school.R-ALL	1PL-ACC	go-VAL-PROG-PST-3SG,"Once we, my father, I and my little sister Katja - my father was taking us to school.",A10,1,even1260,even1260a,WORD_ALIGNED,"{""ITER"": ""Iterative (aspect)"", ""ADV"": ""Adverb"", ""PL"": ""Plural"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""PN"": ""Proper noun"", ""SS"": ""Same-subject converb"", ""SIM"": ""Simultaneous (converb)"", ""ALL"": ""Allative"", ""ACC"": ""Accusative"", ""VAL"": ""Valency-change"", ""PROG"": ""Progressive"", ""PST"": ""Past""}"
even1260a-A10-2,"tarit hieheʨen oːʨalan, haːtaralʨalan aːnŋarit.",tarit	hieheʨen	oː-ʨa-la-n	haːtara-l-ʨa-la-n	aːnŋa-ri-t,then	evening	become-PST.PTCP-LOC-3SG	be.dark-INCH-PST.PTCP-LOC-3SG	spend.night-PST-1PL,"When evening fell, when it became dark, we stopped for the night.",A10,2,even1260,even1260a,WORD_ALIGNED,"{""PST"": ""Past"", ""PTCP"": ""Participle"", ""LOC"": ""Locative"", ""SG"": ""Singular"", ""INCH"": ""Inchoative"", ""PL"": ""Plural""}"
even1260a-A10-3,aːŋŋariɟur ʨaju igin hujutʨelet ammu binokli gariɟi ireβ taraβ iːmkattan urekʨelteki.,aːŋŋa-riɟur	ʨaj-u	igin	huj-u-t-ʨe-le-t	amm-u	binokl-i	ga-riɟi	ire-β	tara-β	iːmkat-ta-n	urekʨe-l-teki,spend.night-SS.ANT.PL	tea.R-ACC	etc.Y	boil[INTR]-VAL-TAM2-PST.PTCP-LOC-1PL	father-PX.1SG	binoculars.R-PRFL.SG	take-SS.ANT.SG	which-ACC	DIST-ACC	aim-NFUT-3SG	high.mountain-PL-ALL,"Having spent the night, when we were making tea, my father took his binoculars and aimed at this and that, towards the mountains.",A10,3,even1260,even1260a,WORD_ALIGNED,"{""SS"": ""Same-subject converb"", ""ANT"": ""Anterior (converb)"", ""PL"": ""Plural"", ""ACC"": ""Accusative"", ""INTR"": ""Intransitive"", ""VAL"": ""Valency-change"", ""TAM"": ""Polysemous TAM marker"", ""PST"": ""Past"", ""PTCP"": ""Participle"", ""LOC"": ""Locative"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""PRFL"": ""Reflexive possessive"", ""DIST"": ""Distal demonstrative"", ""NFUT"": ""Non-future"", ""ALL"": ""Allative""}"
even1260a-A10-4,tarit gɵːnni:,tarit	gɵː-n-ni,then	say-NFUT-3SG,Then he said:,A10,4,even1260,even1260a,WORD_ALIGNED,"{""NFUT"": ""Non-future"", ""SG"": ""Singular""}"
even1260a-A10-5,"toːla urekʨendule ial ujamkal bidde gɵːnni, ammu.",ta-la	urekʨen-dule	ia-l	ujamka-l	bi-d-de	gɵː-n-ni	amm-u,DIST-LOC	high.mountain-LOC	FLR-PL	snow.sheep-PL	be-PROG-NFUT	say-NFUT-3SG	father-PX.1SG,"{``}Over there on the mountain there are snow sheep,'' he said, my father.",A10,5,even1260,even1260a,WORD_ALIGNED,"{""DIST"": ""Distal demonstrative"", ""LOC"": ""Locative"", ""FLR"": ""Filler"", ""PL"": ""Plural"", ""PROG"": ""Progressive"", ""NFUT"": ""Non-future"", ""SG"": ""Singular"", ""PX"": ""Possessive suffix""}"
even1260a-A10-6,"tala biː hərdeku, huː buolla ələ emebelde, tala ojʨidakun, gɵːnni, urekʨendule.",ta-la	biː	hər-de-ku	huː	buolla	ə-lə	eme-be-lde	ta-la	ojʨi-da-kun	gɵː-n-ni	urekʨen-dule,DIST-LOC	1SG	go-HORT-1SG	2PL	DP.Y	PROX-LOC	leave-MED-IMP.PL	DIST-LOC	ascend-HORT-1SG	say-NFUT-3SG	high.mountain-LOC,"{``}Let me go there, and you stay here, let me go up there,'' he said, ``to the mountain''.",A10,6,even1260,even1260a,WORD_ALIGNED,"{""DIST"": ""Distal demonstrative"", ""LOC"": ""Locative"", ""SG"": ""Singular"", ""HORT"": ""Hortative"", ""PL"": ""Plural"", ""DP"": ""Discourse particle"", ""PROX"": ""Proximal (demonstrative)"", ""MED"": ""Mediopassive"", ""IMP"": ""Imperative"", ""NFUT"": ""Non-future""}"
even1260a-A10-7,"mut, ɛɛ, gə hərri, gɵːnep.",mut	ɛɛ	gə	hər-ri	gɵː-ne-p,1PL	AFF	DP	go-IMP.SG	say-NFUT-1PL,"We said ``yes, OK, go''.",A10,7,even1260,even1260a,WORD_ALIGNED,"{""PL"": ""Plural"", ""AFF"": ""Affirmative"", ""DP"": ""Discourse particle"", ""IMP"": ""Imperative"", ""SG"": ""Singular"", ""NFUT"": ""Non-future""}"
even1260a-A10-8,"mut emeːptep, ammu buolla urekʨendule ojʨidni.",mut	emeː-p-te-p	amm-u	buolla	urekʨen-dule	ojʨi-d-ni,1PL	leave-MED-NFUT-1PL	father-PX.1SG	DP.Y	high.mountain-LOC	ascend-NFUT-3SG,"We remained, and our father went up the mountain.",A10,8,even1260,even1260a,WORD_ALIGNED,"{""PL"": ""Plural"", ""MED"": ""Mediopassive"", ""NFUT"": ""Non-future"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""DP"": ""Discourse particle"", ""LOC"": ""Locative""}"
even1260a-A10-9,"mut delbi kɵjeːttep, nɵːʨel ɵmettu oːn nəkəddiβen.",mut	delbi	kɵjeːt-te-p	nɵː-ʨel	ɵmettu	oːn	nəkə-d-di-βe-n,1PL	very.Y	look.at-NFUT-1PL	younger.sib-COM(KIN)	together	how	do-PROG-PRS.PTCP-ACC-3SG,"We watched closely, together with my little sister, what he was doing.",A10,9,even1260,even1260a,WORD_ALIGNED,"{""PL"": ""Plural"", ""NFUT"": ""Non-future"", ""COM"": ""Comitative"", ""PROG"": ""Progressive"", ""PRS"": ""Present"", ""PTCP"": ""Participle"", ""ACC"": ""Accusative"", ""SG"": ""Singular""}"
even1260a-A10-10,tar ujamkalbu igin delbi kɵjeːttep.,tar	ujamka-l-bu	igin	delbi	kɵjeːt-te-p,DIST	snow.sheep-PL-ACC	etc.Y	very.Y	look.at-NFUT-1PL,And we also watched the snow sheep closely.,A10,10,even1260,even1260a,WORD_ALIGNED,"{""DIST"": ""Distal demonstrative"", ""PL"": ""Plural"", ""ACC"": ""Accusative"", ""NFUT"": ""Non-future""}"
even1260a-A10-11,"ujamkandula ammu ojʨiriɟi, ojʨidni.",ujamkan-dula	amm-u	ojʨi-riɟi	ojʨi-d-ni,snow.sheep-LOC	father-PX.1SG	ascend-SS.ANT.SG	ascend-NFUT-3SG,My father went up to the snow sheep.,A10,11,even1260,even1260a,WORD_ALIGNED,"{""LOC"": ""Locative"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""SS"": ""Same-subject converb"", ""ANT"": ""Anterior (converb)"", ""NFUT"": ""Non-future""}"
even1260a-A10-12,tarit nəmkərin iːhnen nuŋat.,tarit	nəmkə-ri-n	iːh-ne-n	nuŋa-t,then	shoot-PRS.PTCP-3SG	be.audible-NFUT-3SG	gun-INS,"Then his shot was heard, with a gun.",A10,12,even1260,even1260a,WORD_ALIGNED,"{""PRS"": ""Present"", ""PTCP"": ""Participle"", ""SG"": ""Singular"", ""NFUT"": ""Non-future"", ""INS"": ""Instrumental""}"
even1260a-A10-13,"tarit buollaɣina uraːdni yryʨyn, araːha ujamkalbu, ani araj itteket, ammu brosta kuːnintakan hergijele urekʨem hergekki iaddan, tutedden.",tarit	buollaɣina	uraː-d-ni	yryʨyn	araːha	ujamka-l-bu	ani	araj	it-teke-t	amm-u	brosta	kuːni-ntakan	hergi-je-le	urekʨe-m	herge-kki	ia-d-da-n	tute-d-de-n,then	DP.Y	miss.mark-NFUT-3SG	it.seems	maybe.Y	snow.sheep-PL-ACC	now.Y	suddenly.Y	see-DS.COND-1PL	father-PX.1SG	simply.R	to.scream-SS.MULT	bottom-AUG-LOC	high.mountain-ACC	bottom-ALL	FLR-PROG-NFUT-3SG	run-PROG-NFUT-3SG,"And then it seems he missed the snow sheep, suddenly we see my father is running screaming straight down the mountain.",A10,13,even1260,even1260a,WORD_ALIGNED,"{""DP"": ""Discourse particle"", ""NFUT"": ""Non-future"", ""SG"": ""Singular"", ""PL"": ""Plural"", ""ACC"": ""Accusative"", ""DS"": ""Different-subject converb"", ""COND"": ""Conditional-Temporal (converb)"", ""PX"": ""Possessive suffix"", ""SS"": ""Same-subject converb"", ""MULT"": ""Multiplicative"", ""AUG"": ""Augmentative"", ""LOC"": ""Locative"", ""ALL"": ""Allative"", ""FLR"": ""Filler"", ""PROG"": ""Progressive""}"
even1260a-A10-14,"oo, iami tutedden gɵːniken moːdarganikan kɵjeːttep delbi ɟɵːriɟur.",oo	iami	tute-d-de-n	gɵːniken	moːdarga-nikan	kɵjeːt-te-p	delbi	ɟɵː-ri-ɟur,oh	why	run-PROG-NFUT-3SG	say.PTL	be.surprised.Y-SS.SIM1	look.at-NFUT-1PL	very.Y	two-COLL-INS.PRFL.PL,"Oh, why is he running, we wondered, both of us watching closely.",A10,14,even1260,even1260a,WORD_ALIGNED,"{""PROG"": ""Progressive"", ""NFUT"": ""Non-future"", ""SG"": ""Singular"", ""PTL"": ""Particle"", ""SS"": ""Same-subject converb"", ""SIM"": ""Simultaneous (converb)"", ""PL"": ""Plural"", ""COLL"": ""Collective"", ""INS"": ""Instrumental"", ""PRFL"": ""Reflexive possessive""}"
even1260a-A10-15,"tarakam biː mian anŋanilkan bihiβ, Kaːʨa nɵːβu buolla nadan anŋanilkan bihin.",tarakam	biː	mian	anŋani-lkan	bi-hi-β	Kaːʨa	nɵː-βu	buolla	nadan	anŋani-lkan	bi-hi-n,at.that.time	1SG	ten	year-PROP	be-PST-1SG	PN	younger.sib-PX.1SG	DP.Y	seven	year-PROP	be-PST-3SG,"At that time I was ten years old, and my sister Katja was seven years old.",A10,15,even1260,even1260a,WORD_ALIGNED,"{""SG"": ""Singular"", ""PROP"": ""Proprietive"", ""PST"": ""Past"", ""PN"": ""Proper noun"", ""PX"": ""Possessive suffix"", ""DP"": ""Discourse particle""}"
